,Distance_km,Weather,Traffic_Level,Time_of_Day,Vehicle_Type,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time_min
9156,2.497066380096867,Rainy,Medium,Evening,Bike,26,6.940892113295263,47
9157,9.681082542579215,Rainy,Low,Evening,Car,10,-0.0128283465531415,40
9158,10.98545240973273,Clear,Low,Evening,Scooter,19,7.484441519921112,49
9159,0.9104598335568962,Clear,Medium,Evening,Bike,16,4.523926024513096,32
9160,18.29337320000649,Foggy,Low,Afternoon,Car,15,4.523926024513096,74
9161,15.422658586648971,Foggy,High,Afternoon,Bike,24,6.788723180389941,89
9162,18.07547020556582,Rainy,High,Evening,Scooter,22,0.9590586724552758,99
9163,5.608409136662604,Foggy,Low,Afternoon,Scooter,9,9.14106266555586,34
9164,2.864013561451359,Rainy,Low,Morning,Car,16,3.946861077812158,37
9165,11.634961001462573,Clear,Low,Evening,Bike,5,7.307562527319853,47
9166,2.3895873255976747,Rainy,Low,Evening,Scooter,22,8.091224201119035,30
9167,1.06542243321782,Snowy,Low,Afternoon,Bike,21,0.962240607110113,39
9168,5.617955126914508,Rainy,Medium,Morning,Scooter,29,9.260643744132286,54
9169,20.360190487328065,Rainy,Low,Afternoon,Bike,24,5.932748833956593,99
9170,4.728375578713817,Snowy,Medium,Morning,Scooter,14,2.964521261617921,44
9171,2.047045399958075,Clear,High,Evening,Bike,30,5.069035228202901,41
9172,0.6365341210306475,Snowy,High,Evening,Bike,27,8.511430270333536,51
9173,17.52327136738236,Clear,Medium,Evening,Scooter,5,6.161096655617481,49
9174,18.6920444862267,Clear,Medium,Night,Bike,9,8.466114181439409,49
9175,12.708478407426014,Clear,Low,Morning,Car,22,7.294997440318214,44
9176,18.102454612464808,Clear,Low,Morning,Scooter,8,5.441076095145794,76
9177,20.49318666502404,Rainy,High,Evening,Bike,17,1.040057517616359,118
9178,15.28022845207422,Clear,Medium,Morning,Bike,11,0.024721669583393,59
9179,15.03606883888538,Rainy,Low,Morning,Bike,21,4.170502963489684,150
9180,6.608847315294192,Clear,Medium,Afternoon,Bike,22,0.921391059126118,55
9181,18.18051231737849,Clear,Medium,Morning,Scooter,8,8.33487911670846,58
9182,10.530034400197836,Clear,Medium,Afternoon,Scooter,6,8.551793660432304,48
9183,2.8803437144366155,Foggy,High,Afternoon,Bike,10,4.889787252442408,89
9184,13.334299671351973,Foggy,Medium,Afternoon,Bike,6,1.0370000056983897,56
9185,17.10267196867951,Clear,Low,Evening,Bike,19,6.746431053820677,62
9186,15.403272468248604,Clear,Low,Afternoon,Car,12,4.1201823658218535,66
9187,1.5341593067880628,Clear,Medium,Night,Bike,24,2.1117854015684165,33
9188,19.32595411916084,Snowy,Low,Night,Bike,31,6.83025458710093,96
9189,14.905100378790095,Snowy,High,Evening,Scooter,25,2.082774525332345,89
9190,14.30002522089188,Clear,Medium,Evening,Car,13,2.1630131677095505,69
9191,18.234079607923107,Clear,Medium,Morning,Bike,21,1.826165785134742,68
9192,17.59467317080863,Snowy,Low,Afternoon,Bike,12,7.494898849248215,64
9193,15.748315126929633,Rainy,Medium,Morning,Bike,8,5.804214441924796,61
9194,3.6650319938831535,Clear,Medium,Morning,Bike,29,7.494516022885095,46
9195,17.93203856383066,Windy,High,Afternoon,Car,8,0.0321706365960751,84
9196,3.0421072677212475,Clear,Low,Morning,Scooter,26,-0.0224251418920705,33
9197,17.553658633407547,Clear,Low,Morning,Bike,11,5.584270106040978,79
9198,13.756610783839552,Clear,Low,Morning,Scooter,12,2.1332585467287357,42
9199,5.405102532416658,Clear,Low,Evening,Scooter,11,9.23376461176563,26
9200,19.65182717066428,Clear,Low,Afternoon,Car,15,0.9347933044444492,99
9201,2.0298894316862075,Clear,High,Evening,Scooter,10,1.940328107329874,28
9202,10.79986179431306,Foggy,Medium,Afternoon,Car,21,4.245696751683084,81
9203,2.1640544307927865,Clear,Low,Morning,Bike,7,5.566954883694937,14
9204,18.761380473655343,Clear,Medium,Afternoon,Bike,26,2.91660303181283,82
9205,4.101320725972458,Clear,Medium,Morning,Bike,16,3.703324313537736,36
9206,10.884557289028994,Clear,Medium,Night,Car,24,4.989441909889702,46
9207,3.565153632516519,Foggy,Low,Morning,Bike,23,7.479800872026328,37
9208,6.083307451771903,Clear,Low,Evening,Car,9,6.7186057468589,25
9209,19.346181460422063,Clear,High,Morning,Car,24,3.1907573622298764,92
9210,20.390054796977005,Snowy,Medium,Morning,Car,22,2.887742059822244,94
9211,3.452972510553685,Windy,Medium,Night,Bike,22,2.146120820878515,43
9212,3.399014296078791,Clear,Low,Morning,Bike,7,6.716056257244955,13
9213,18.65342028427228,Rainy,High,Morning,Bike,27,6.339134470987629,89
9214,11.279855231944484,Rainy,Low,Afternoon,Car,10,6.748394949231975,42
9215,7.5046680349544514,Clear,Medium,Evening,Bike,8,5.015466232653492,42
9216,12.781425024406303,Foggy,Low,Afternoon,Bike,9,0.960914558858616,67
9217,3.5859626886724185,Clear,Medium,Evening,Bike,9,4.740082873632826,25
9218,6.843078052896834,Clear,Low,Evening,Bike,28,8.412076063718308,99
9219,13.048105706584607,Clear,Low,Morning,Bike,12,1.928590244840653,52
9220,4.236918321450991,Clear,Medium,Evening,Bike,21,4.523926024513096,44
9221,8.667759182146476,Rainy,High,Afternoon,Bike,11,7.130051010469445,103
9222,15.47034291932401,Foggy,Low,Evening,Bike,28,7.2664039982041455,69
9223,17.06789909290991,Clear,Medium,Morning,Bike,20,6.7303034829937225,79
9224,9.12187444685862,Clear,Low,Evening,Scooter,8,1.8979448460413253,42
9225,11.924452423407706,Clear,Medium,Evening,Scooter,18,3.8132533586752944,72
9226,10.785214136147832,Rainy,Medium,Morning,Bike,8,6.092444158010038,62
9227,18.885038004355582,Clear,High,Morning,Bike,18,2.063865509458401,74
9228,16.616794119557646,Clear,Medium,Afternoon,Bike,12,8.7178516631182,79
9229,12.087181135773848,Rainy,High,Afternoon,Car,29,9.377457313636487,70
9230,1.7704502280204866,Clear,Medium,Afternoon,Car,23,2.931662117632641,33
9231,12.457024917079426,Snowy,High,Morning,Car,7,0.9880033832715972,81
9232,12.559862607872525,Clear,Low,Evening,Bike,21,3.1082695027732283,73
9233,8.996180778492887,Rainy,Medium,Morning,Bike,8,5.229086012905484,45
9234,11.538782225728504,Windy,Low,Night,Bike,10,3.096490618650952,51
9235,15.701727335832071,Clear,Medium,Morning,Bike,16,-0.0651709465562123,72
9236,12.767200359190351,Clear,High,Afternoon,Bike,13,5.649279838637164,63
9237,9.187840135421872,Foggy,Low,Afternoon,Scooter,22,0.0179088651359883,63
9238,10.267825699084582,Rainy,Medium,Evening,Car,21,2.030501103375642,56
9239,9.934953378716306,Clear,Low,Morning,Bike,14,1.9302630108468244,37
9240,17.63361830761019,Clear,Low,Evening,Scooter,9,-0.0120259968932671,67
9241,11.420057125223142,Rainy,Medium,Morning,Scooter,6,2.75189598685663,47
9242,12.519181653920516,Windy,Medium,Afternoon,Car,8,6.198308298364666,60
9243,11.613339883726107,Clear,Medium,Morning,Scooter,17,1.8654509014465204,65
9244,6.142032451071085,Foggy,Low,Night,Scooter,25,3.004544826455809,58
9245,2.41164851760188,Clear,Low,Evening,Bike,9,2.007920814508695,18
9246,2.8236934480303297,Clear,High,Morning,Bike,25,6.823598760551822,40
9247,13.94918272447647,Foggy,Low,Morning,Bike,21,7.907240709046196,76
9248,3.857709088106609,Clear,Medium,Morning,Bike,27,9.350198520316868,45
9249,8.618628507154835,Clear,High,Afternoon,Scooter,15,4.288306092930915,53
9250,3.119134520558645,Rainy,Low,Evening,Scooter,26,0.0536031366361272,51
9251,17.797187882703312,Snowy,Low,Afternoon,Bike,18,0.9968242649006488,103
9252,9.27097598983234,Rainy,High,Afternoon,Bike,12,6.851407861718886,97
9253,11.040266620318194,Clear,Low,Afternoon,Car,21,0.9256831688104776,51
9254,9.442539057394209,Clear,Low,Morning,Bike,8,0.93380242042194,49
9255,18.31212146830649,Clear,Medium,Evening,Car,15,2.120558336009895,80
9256,18.230460739435483,Clear,Medium,Afternoon,Bike,30,9.070482840796949,81
9257,2.39289736321365,Rainy,Low,Afternoon,Car,22,5.92252884784978,32
9258,10.67520559733203,Windy,Medium,Afternoon,Car,23,4.956772538730495,53
9259,15.686100297433985,Clear,High,Afternoon,Scooter,13,0.9763297370552791,68
9260,18.99754288181408,Clear,Low,Afternoon,Scooter,14,6.063401339577371,69
9261,10.001115677197005,Rainy,Medium,Morning,Car,7,-0.0135481891981788,42
9262,10.087250501781677,Rainy,High,Afternoon,Bike,12,8.876312154179729,56
9263,13.327294649327426,Snowy,Low,Morning,Car,14,3.2141021740463023,60
9264,18.55900697554653,Clear,Low,Afternoon,Scooter,14,5.69064453929665,67
9265,18.334499211654325,Snowy,Low,Morning,Car,28,0.0050083890861755,101
9266,18.31881283819756,Clear,Low,Afternoon,Car,10,9.070755738690144,65
9267,9.840410882899034,Rainy,Medium,Afternoon,Bike,7,7.837981348458728,39
9268,3.871002277947237,Clear,Low,Morning,Bike,21,9.64823393404842,35
9269,2.639229344790885,Foggy,Low,Morning,Bike,6,-0.0246583465519295,26
9270,13.162343882586306,Foggy,Low,Morning,Scooter,9,0.9234956004530483,50
9271,11.762755941880693,Clear,Low,Evening,Bike,20,3.2111233841406928,70
9272,8.235113320775563,Snowy,Low,Evening,Bike,17,2.667758901935534,54
9273,15.6573449205938,Snowy,Medium,Evening,Bike,9,0.0658381744035729,66
9274,8.798868665341738,Rainy,Medium,Evening,Scooter,11,4.932707383656996,44
9275,12.219704446476094,Windy,Low,Morning,Bike,29,4.372458208812543,69
9276,5.931503314515243,Snowy,Low,Afternoon,Bike,20,4.349242140938035,53
9277,13.504708080843894,Windy,Low,Morning,Scooter,17,0.9373273845383256,74
9278,1.689598870943804,Rainy,Low,Evening,Car,16,0.996047382457836,29
9279,6.077591140234737,Clear,Medium,Morning,Car,25,-0.0386876591554308,48
9280,2.934907979708064,Clear,High,Afternoon,Scooter,9,-0.0862298092968227,38
9281,15.356666963272064,Rainy,Low,Afternoon,Scooter,28,-0.0291854944178472,67
9282,2.881881400311977,Windy,Medium,Morning,Bike,28,5.146757227744813,39
9283,3.386256941129484,Clear,Low,Morning,Scooter,15,3.1597879774012534,27
9284,12.405503171105607,Rainy,Medium,Afternoon,Scooter,23,-0.0652153819122888,83
9285,7.32783709050158,Clear,High,Afternoon,Scooter,16,3.9554429195405647,56
9286,6.05157086875663,Windy,High,Evening,Scooter,7,2.9665592174612403,40
9287,19.522733041779915,Windy,High,Evening,Bike,5,0.949338503810397,77
9288,12.83450587262694,Clear,High,Morning,Bike,9,4.060049769537162,59
9289,14.65431341013063,Snowy,Low,Evening,Scooter,14,7.683994393295346,50
9290,1.142433102706359,Clear,Medium,Morning,Scooter,6,2.0255847976753776,16
9291,14.485265746523712,Clear,Medium,Morning,Bike,10,-0.0002267720223926,62
9292,1.309663128259179,Clear,Medium,Evening,Scooter,6,7.7749436991687135,13
9293,3.5860716112128483,Rainy,Medium,Evening,Bike,11,4.760488007703404,32
9294,13.660422160158964,Rainy,High,Morning,Bike,18,7.967516944218424,62
9295,12.112818319113757,Clear,Low,Evening,Car,27,0.0102834762099301,74
9296,9.377375054644665,Clear,High,Afternoon,Car,25,9.163805141337033,60
9297,7.597699527391272,Windy,Medium,Evening,Scooter,9,7.771533242409465,36
9298,7.57818638643448,Clear,Low,Evening,Bike,28,7.867759746837559,97
9299,18.584519612183016,Clear,Low,Evening,Bike,9,8.536133538761048,64
9300,12.710357591977948,Snowy,Low,Afternoon,Car,13,0.0651918013838504,70
9301,19.778432406318498,Rainy,Low,Afternoon,Bike,26,5.995743836053137,111
9302,1.2403277601702694,Clear,Medium,Evening,Scooter,6,4.523926024513096,15
9303,18.94416189557972,Rainy,Medium,Afternoon,Bike,26,7.25040649111342,77
9304,8.437750844696865,Clear,Low,Morning,Bike,27,-0.0431879773223635,59
9305,1.2858386900391638,Clear,Medium,Evening,Scooter,6,4.523926024513096,13
9306,3.368898034229449,Clear,High,Afternoon,Bike,18,8.393148261446475,35
9307,1.53377219775262,Foggy,High,Afternoon,Scooter,9,8.78116857604807,26
9308,5.490184476906345,Clear,Medium,Morning,Bike,18,4.523926024513096,41
9309,9.123570406603218,Clear,Low,Morning,Bike,12,1.0328275172354646,50
9310,15.519190548163532,Clear,Low,Afternoon,Scooter,27,4.753842893068136,69
9311,16.439992726412434,Rainy,Low,Afternoon,Bike,17,5.963779415158244,59
9312,10.429892676872974,Clear,High,Morning,Car,15,6.217713463450875,51
9313,16.26768601556986,Clear,Medium,Morning,Bike,17,0.0342436833129061,68
9314,14.826248128361042,Clear,Low,Evening,Bike,26,-0.0226754131981287,65
9315,17.633548625905707,Clear,Low,Morning,Bike,15,4.854673298073911,68
9316,8.035109239235457,Clear,High,Evening,Scooter,14,7.075139953713218,44
9317,1.439024298973109,Foggy,Medium,Evening,Bike,16,-0.0596402944595072,74
9318,9.23474689614173,Clear,Medium,Morning,Car,12,2.01810259058431,40
9319,17.718314723604056,Clear,Medium,Evening,Scooter,10,7.105074636922218,124
9320,14.171045384518706,Foggy,Medium,Afternoon,Car,14,7.376195847689444,69
9321,10.863566656397644,Clear,High,Morning,Bike,9,1.9666694082882024,61
9322,8.449115925365518,Clear,Low,Evening,Bike,18,2.9672685898719613,54
9323,12.66795332411096,Windy,Medium,Afternoon,Bike,27,-0.069259515279972,74
9324,11.852816006120712,Clear,Low,Evening,Car,25,0.0256908512258009,78
9325,19.38726435963532,Windy,Medium,Evening,Scooter,7,8.096658996049928,78
9326,1.3520680506310132,Foggy,High,Afternoon,Bike,25,9.10392001677779,47
9327,10.329067620328866,Clear,Medium,Morning,Scooter,22,0.94598842691872,57
9328,5.746946877559623,Snowy,Low,Evening,Bike,11,9.017052142195425,39
9329,13.345847329698946,Rainy,Low,Morning,Car,18,3.3543554563979505,58
9330,3.542867387717453,Windy,High,Evening,Bike,16,6.265649850834434,37
9331,13.991518546015213,Foggy,Low,Morning,Car,5,2.9296436085928628,56
9332,10.420197587332396,Foggy,High,Afternoon,Bike,14,2.009636658483632,68
9333,18.380685696601063,Foggy,Low,Morning,Bike,5,0.983175706845032,68
9334,8.844469026490758,Foggy,Low,Night,Scooter,28,1.005077800201101,61
9335,10.264761268494128,Clear,Low,Evening,Scooter,18,7.818989943990157,49
9336,13.401928969172957,Windy,High,Afternoon,Scooter,17,7.866172878794123,60
9337,4.720208154365112,Clear,Medium,Afternoon,Car,9,2.0528453799984425,30
9338,1.4426213781952195,Foggy,Medium,Evening,Scooter,15,3.801876394365415,29
9339,17.648640671673572,Foggy,Medium,Afternoon,Car,14,7.011170690904693,68
9340,0.78207260047025,Snowy,High,Evening,Bike,14,8.928970983886538,38
9341,15.65744177614386,Clear,Medium,Morning,Bike,15,6.316055609424422,64
9342,7.917724757642477,Snowy,Low,Evening,Bike,18,2.9640409382682686,55
9343,7.177198549312535,Rainy,Medium,Evening,Bike,19,8.837487981759425,52
9344,8.130619464216412,Clear,High,Afternoon,Scooter,13,5.0920732422931305,56
9345,10.787109182448733,Clear,High,Night,Bike,12,5.144729437737824,53
9346,6.690379023437656,Clear,High,Evening,Bike,29,4.831767623011295,55
9347,4.65737990042106,Snowy,High,Evening,Bike,18,6.794899599071251,55
9348,7.048146206024394,Rainy,Medium,Morning,Scooter,26,6.097130471707717,57
9349,6.491597186201478,Clear,Low,Afternoon,Bike,16,6.654202559539466,35
9350,3.4101326989256244,Foggy,Low,Morning,Bike,24,6.691984504057074,36
9351,12.625219928693728,Windy,Medium,Evening,Bike,11,6.326126283780879,55
9352,17.150812337950207,Snowy,High,Afternoon,Scooter,29,6.717959126541193,96
9353,3.718808055061493,Clear,Low,Evening,Scooter,5,1.0215716872929286,22
9354,19.575300872479534,Snowy,Low,Afternoon,Bike,10,7.598810939898309,61
9355,10.541856469057434,Rainy,Medium,Morning,Bike,8,6.404380247570238,54
9356,8.634385638365108,Clear,Low,Evening,Bike,23,1.8314327283629173,42
9357,5.307732402004073,Clear,Medium,Afternoon,Car,10,2.2006762208225954,28
9358,18.703310423916417,Foggy,Medium,Morning,Car,29,9.236820253634928,76
9359,3.604981260273481,Rainy,Low,Morning,Bike,20,5.793844491673657,36
9360,8.084640588788796,Clear,Low,Evening,Bike,10,3.991337241816566,44
9361,17.34116343286515,Clear,Medium,Night,Scooter,13,1.0466774728703128,63
9362,9.584582419077668,Clear,Low,Morning,Bike,26,0.0534307821673113,54
9363,10.023719429790772,Rainy,Medium,Evening,Bike,14,5.853225719204357,47
9364,6.006026323953257,Clear,High,Evening,Car,26,9.469979894297673,55
9365,10.73909163798799,Rainy,Medium,Night,Bike,7,2.0128803468119685,46
9366,5.613457689744323,Foggy,High,Evening,Bike,18,0.9382481798650798,118
9367,2.576572910054415,Clear,Medium,Evening,Bike,16,9.977189418881878,25
9368,7.7161790510223005,Foggy,Low,Morning,Bike,17,4.201971372171581,50
9369,3.241539602586564,Clear,Low,Morning,Bike,24,7.018662276339449,31
9370,4.491633490908276,Clear,Low,Afternoon,Bike,15,9.128269247999407,26
9371,7.301943043663821,Clear,Medium,Evening,Bike,22,1.991154083684352,52
9372,13.862053721412304,Clear,Low,Morning,Scooter,19,4.523926024513096,58
9373,6.663272637725606,Clear,Low,Evening,Car,9,7.4030231368454205,28
9374,7.485468820684057,Rainy,Medium,Evening,Bike,29,5.550819630491954,62
9375,8.682203804201073,Snowy,Medium,Evening,Car,18,7.593153038423888,66
9376,8.431546556084166,Snowy,Medium,Afternoon,Car,29,3.313149120685829,80
9377,11.370838417330154,Clear,Low,Afternoon,Bike,7,5.091122006793046,57
9378,2.8369675025366066,Windy,Medium,Morning,Scooter,8,5.387634325703308,22
9379,1.229531547020447,Foggy,Medium,Evening,Bike,15,-0.0387905113722599,70
9380,8.271221460735974,Clear,High,Afternoon,Scooter,14,4.824364708823322,58
9381,7.013714017551633,Clear,Low,Evening,Scooter,18,0.9538313874473052,48
9382,8.16886300485918,Clear,Low,Afternoon,Scooter,23,4.523926024513096,48
9383,14.250706320144356,Clear,Low,Morning,Car,10,6.896098860451059,61
9384,19.67257003858401,Windy,Medium,Morning,Scooter,22,6.045435553542388,78
9385,1.24844334686552,Rainy,Low,Morning,Scooter,23,7.347463234557281,30
9386,2.4530831962114266,Clear,Low,Morning,Scooter,6,0.9485486486021124,20
9387,12.615087998043858,Rainy,Low,Afternoon,Bike,17,8.777559902845631,62
9388,3.36130941026513,Rainy,Medium,Afternoon,Bike,8,8.711872378064957,26
9389,6.510471112404452,Snowy,Low,Evening,Bike,15,1.045840119492964,103
9390,18.77028005435105,Foggy,Medium,Morning,Car,30,9.812494705451098,89
9391,15.118514629472584,Rainy,Medium,Morning,Scooter,10,7.393045635263896,83
9392,12.74134936683616,Windy,Low,Morning,Scooter,17,0.8853223521690621,71
9393,14.577941244083446,Clear,Medium,Morning,Bike,15,5.797320782552472,66
9394,5.94469940098505,Clear,Low,Morning,Car,11,7.868382345743835,26
9395,3.0555883947677844,Rainy,High,Night,Scooter,16,0.0344479420650732,42
9396,1.072344490345731,Clear,High,Night,Bike,16,7.001663247594791,30
9397,10.213943196334665,Rainy,Medium,Morning,Scooter,7,2.9445113778252696,44
9398,6.150053725221482,Foggy,Low,Afternoon,Scooter,8,8.05138283099054,33
9399,11.102934936112758,Clear,Low,Afternoon,Scooter,27,7.516307161623003,66
9400,13.78106142747846,Windy,Medium,Afternoon,Bike,26,0.04213864529875,70
9401,17.98176468740198,Rainy,Low,Evening,Bike,27,9.528928181092263,109
9402,13.959005274772895,Snowy,Low,Morning,Car,20,6.732438316256428,63
9403,15.232184211114731,Snowy,Low,Evening,Scooter,13,8.060123992447751,54
9404,11.701038017479446,Clear,High,Morning,Bike,10,4.045532243584495,57
9405,15.471248402211623,Snowy,Low,Afternoon,Scooter,23,8.688593737566116,97
9406,2.7940086818913445,Clear,Low,Morning,Scooter,6,1.0023370982783366,19
9407,8.437886723543379,Snowy,Low,Night,Bike,14,5.462814526199828,43
9408,6.131362313114864,Clear,Medium,Evening,Car,19,1.0293147457170435,51
9409,11.09224289326854,Clear,Low,Afternoon,Scooter,23,8.780012531303159,60
9410,18.25296580612873,Clear,Medium,Afternoon,Bike,25,2.782287647555693,80
9411,6.927568259463332,Clear,Low,Afternoon,Car,19,1.9973469795279652,42
9412,1.2374613182806389,Rainy,Low,Evening,Bike,7,7.296896078219144,16
9413,15.166621960286877,Clear,Medium,Afternoon,Bike,10,8.093064443008943,74
9414,9.34243393528069,Foggy,Low,Night,Scooter,28,0.9363728713586,60
9415,0.6884659697097728,Snowy,High,Evening,Bike,30,8.32679039559527,50
9416,4.20649509317313,Clear,Medium,Evening,Bike,19,4.523926024513096,45
9417,3.9854155530189375,Clear,Medium,Evening,Car,17,2.9078364170049307,39
9418,5.97929125873211,Clear,Low,Afternoon,Bike,27,5.610809938624469,45
9419,7.460972632016742,Windy,Low,Afternoon,Car,10,7.844091039558177,32
9420,10.520539491557813,Clear,Low,Afternoon,Bike,20,7.048700102186974,50
9421,9.776812914846785,Rainy,Medium,Evening,Scooter,23,2.006335264317557,66
9422,1.5850395586904722,Rainy,Low,Evening,Car,15,1.0269926650897048,30
9423,16.75300352605443,Snowy,Medium,Afternoon,Car,14,5.049181500513821,70
9424,18.96598661538197,Rainy,High,Night,Bike,21,7.353445900870226,113
9425,1.6982999047743474,Foggy,Low,Night,Scooter,24,4.523926024513096,39
9426,12.230327760226311,Snowy,Low,Morning,Car,13,2.962048043012981,62
9427,2.463674444760696,Snowy,Low,Night,Scooter,26,5.260849397523475,40
9428,1.8536933075563329,Rainy,Medium,Morning,Bike,15,-0.0217536553549246,34
9429,2.1692374089327795,Foggy,Medium,Morning,Bike,8,2.0646772615524287,28
9430,13.521949739254204,Rainy,Low,Evening,Scooter,14,4.23350243209881,86
9431,11.852937986729122,Clear,Medium,Afternoon,Bike,28,-0.0628564756438805,82
9432,19.02793665958361,Clear,Low,Morning,Bike,16,4.89507909670587,65
9433,10.704089332486356,Clear,Low,Morning,Car,12,7.088141999860371,41
9434,10.27224407070128,Foggy,Low,Afternoon,Scooter,20,-0.0888507018628891,61
9435,14.931786112014535,Rainy,Medium,Morning,Bike,8,5.715805402035324,64
9436,1.622150652848154,Foggy,Medium,Evening,Scooter,16,4.297391282206296,31
9437,2.772520713904678,Clear,Low,Morning,Scooter,6,1.0501401087712556,20
9438,4.47048337993139,Clear,Low,Evening,Car,17,-0.0518634479991234,74
9439,19.96058888237825,Rainy,Low,Evening,Bike,8,8.224309895512162,66
9440,15.18147701946459,Snowy,High,Morning,Scooter,18,6.043185262676708,82
9441,9.528661128145798,Foggy,Low,Afternoon,Scooter,20,-0.0992911813234831,57
9442,0.7632933756116582,Clear,Low,Afternoon,Bike,11,-0.1033036951373903,18
9443,16.278003709515534,Clear,High,Afternoon,Bike,10,1.1122080299574757,80
9444,2.8556204207280755,Foggy,High,Afternoon,Bike,9,5.12968127002841,90
9445,4.920104600657047,Windy,Medium,Afternoon,Scooter,25,7.659397984251557,48
9446,20.437005857720404,Clear,Low,Evening,Scooter,9,9.156049314507293,54
9447,12.91937483333403,Clear,Low,Morning,Bike,12,1.9458963723824716,47
9448,11.594269702879483,Rainy,Low,Afternoon,Bike,16,5.105198814603559,61
9449,4.055194784429487,Clear,Medium,Morning,Bike,15,2.111223615001353,35
9450,9.403056816645137,Clear,Low,Morning,Bike,9,1.0816537819987777,46
9451,8.884713784571607,Snowy,Medium,Evening,Car,20,6.21191870326553,64
9452,8.122810858802952,Clear,Low,Evening,Bike,11,3.7794195407203146,47
9453,8.214136463107605,Rainy,Low,Afternoon,Bike,27,1.9441708177704236,50
9454,1.9543042736786465,Clear,Medium,Morning,Scooter,23,7.26196451390881,36
9455,10.645658805005958,Clear,Medium,Night,Bike,27,8.865538488890394,67
9456,18.25936309564849,Clear,Medium,Morning,Scooter,26,1.9776221021311784,84
9457,12.81387249799069,Clear,Low,Night,Scooter,17,0.0070739268788226,61
9458,8.060411085699826,Clear,Low,Morning,Scooter,13,8.810506389132584,47
9459,4.044373795330139,Rainy,Low,Evening,Car,26,3.0895432800599805,50
9460,5.267216959951586,Clear,Medium,Evening,Scooter,28,0.966830920183147,52
9461,14.82118147552549,Clear,Low,Evening,Scooter,15,8.68672557390787,79
9462,5.919654239875013,Clear,Low,Afternoon,Scooter,20,4.531442249933995,29
9463,11.1145137127059,Foggy,High,Evening,Bike,23,8.238383082727609,71
9464,18.799398333939703,Windy,Low,Afternoon,Bike,24,5.49148259825624,72
9465,2.299763023262805,Foggy,Medium,Morning,Scooter,27,6.386458199031047,44
9466,11.379671191082457,Clear,High,Afternoon,Car,9,-0.0723048874775335,56
9467,15.672476623694376,Clear,High,Afternoon,Scooter,11,1.010655744082504,67
9468,2.729692578772043,Rainy,Low,Morning,Car,17,4.294723468159296,43
9469,17.946631891387433,Rainy,High,Afternoon,Bike,25,1.015628757356868,103
9470,18.41590242178151,Clear,Low,Morning,Car,19,5.66080692080413,71
9471,2.672144608471157,Clear,Medium,Night,Scooter,28,0.9310319359724551,44
9472,13.147763230893254,Clear,High,Morning,Bike,9,3.983909259114223,58
9473,5.62723859391341,Clear,Low,Evening,Bike,15,4.78174623946934,31
9474,8.254992215744084,Snowy,Low,Afternoon,Bike,15,1.0677598918262703,54
9475,13.64204147533914,Rainy,Low,Morning,Car,16,3.634274847260153,60
9476,4.171984743244549,Clear,Medium,Morning,Bike,17,4.047788427839776,38
9477,18.25294879193482,Rainy,Low,Afternoon,Scooter,9,8.585884889680422,58
9478,1.9720170454587609,Clear,Low,Morning,Bike,7,7.162094873532405,13
9479,10.16940850632854,Rainy,Low,Morning,Bike,27,8.420678267345185,69
9480,10.514024688107648,Clear,Medium,Morning,Scooter,8,2.0784138265355168,49
9481,10.758794897740746,Rainy,Medium,Afternoon,Scooter,8,3.752964707360837,60
9482,13.2852989711926,Clear,Medium,Afternoon,Scooter,26,6.382305160671147,73
9483,13.78777785721648,Snowy,Medium,Evening,Bike,7,8.065964435467386,70
9484,8.2324883100393,Snowy,Low,Night,Bike,14,6.133799546967328,45
9485,10.37053931470209,Clear,Medium,Evening,Scooter,9,9.999593867146206,51
9486,19.49797078045168,Snowy,High,Evening,Car,21,3.1579531380770938,91
9487,2.9634528757507383,Windy,Medium,Afternoon,Scooter,15,5.932077368688823,27
9488,2.919900468715139,Windy,High,Afternoon,Bike,24,4.047079317646656,49
9489,3.854902321738973,Foggy,Low,Evening,Car,27,8.363865082105676,44
9490,3.135947836780801,Rainy,Medium,Morning,Bike,22,1.0704221406421286,43
9491,18.97183271681045,Snowy,Low,Morning,Bike,26,1.090520106908275,119
9492,5.459699812962926,Clear,Medium,Evening,Scooter,26,1.006210838327734,51
9493,6.898661872693326,Clear,Medium,Afternoon,Bike,26,6.501866392832599,58
9494,1.7054284194322316,Clear,Medium,Night,Bike,23,2.0982950047895974,35
9495,8.554238367943817,Windy,Medium,Morning,Bike,6,4.983353397724245,44
9496,7.2461232059103,Clear,Medium,Afternoon,Bike,21,1.0501997692225808,54
9497,2.153448561224262,Rainy,Medium,Morning,Bike,15,-0.064572411882391,35
9498,8.450186492865605,Snowy,High,Evening,Bike,13,7.055145895720521,58
9499,16.382989291332926,Clear,Medium,Evening,Scooter,11,2.027292723427297,82
9500,18.43355373537373,Foggy,Medium,Evening,Bike,27,3.853181053078957,108
9501,18.12995623962849,Rainy,High,Morning,Bike,27,6.955240340666964,84
9502,18.02868528326764,Snowy,Low,Morning,Scooter,28,4.127276869373749,86
9503,2.707725946743472,Windy,Medium,Morning,Bike,27,2.0449818445023538,45
9504,12.336067817508049,Clear,Low,Afternoon,Bike,26,0.064289709316736,64
9505,7.7219563713390045,Clear,High,Night,Bike,29,4.91258189849096,56
